,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
364,2,88,2.0,2,1,5,2,0.165,0,1,2,0,0,105,1300,1
365,2,257,1.25,2,1,10,8,13.875,0,1,1,1,0,113,112,1
366,1,72,6.165,2,1,1,8,0.165,0,0,0,0,0,75,1000,1
367,2,232,1.71,3,3,10,8,0.165,0,0,0,0,2,129,0,1
368,1,82,11.5,3,3,9,4,3.0,0,0,0,1,0,2,16,1
369,2,56,0.75,3,3,12,6,0.75,0,0,0,1,0,42,2,1
370,2,177,2.5,3,3,13,8,7.0,0,0,0,1,0,96,0,1
371,2,110,13.0,2,1,5,2,0.0,0,0,0,1,0,44,1110,1
372,1,267,4.585,2,1,9,4,1.0,0,0,0,1,2,84,0,1
373,2,109,1.54,2,1,13,8,0.125,0,0,0,0,0,31,0,1
374,0,128,0.585,2,1,1,8,0.04,0,0,0,0,0,90,1004,1
375,1,50,0.5,3,3,5,2,1.0,0,0,0,0,0,90,0,1
376,2,134,14.5,2,1,4,8,0.125,0,0,0,0,0,0,286,1
377,2,48,0.835,3,3,2,8,2.0,0,0,0,1,2,84,0,1
378,2,190,1.335,2,1,7,1,0.125,0,0,0,1,0,139,4500,1
379,2,182,0.25,2,1,7,1,4.0,0,0,0,1,2,134,0,1
380,2,260,5.0,2,1,7,1,2.25,0,0,0,1,0,45,0,1
381,1,71,7.0,2,1,2,8,0.165,0,0,0,0,0,52,0,1
382,1,87,2.5,3,3,7,1,4.5,0,0,0,0,0,67,456,1
383,1,320,4.25,3,3,6,3,5.0,0,0,0,1,0,0,4,1
384,2,64,11.46,2,1,9,8,1.585,0,0,0,1,0,31,1212,1
385,2,186,5.5,3,3,2,8,1.5,0,0,0,1,0,17,0,1
386,2,70,1.5,3,3,1,8,0.54,0,0,0,1,0,37,67,1
387,2,53,0.0,2,1,2,8,0.5,0,0,0,1,2,0,0,1
388,2,113,14.585,2,1,7,1,0.0,0,0,0,1,0,61,0,1
389,2,74,0.17,2,1,10,8,0.085,0,0,0,0,2,0,0,1
390,2,1,7.0,2,1,5,8,1.0,0,0,0,0,0,159,0,1
391,2,236,5.0,2,1,7,1,0.21,0,0,0,0,0,156,0,1
392,2,121,12.5,2,1,1,1,0.25,0,0,0,1,0,163,0,1
393,2,91,0.54,2,1,10,8,1.0,0,0,0,1,0,37,1,1
394,2,244,1.25,3,3,13,8,0.25,0,0,0,0,0,0,195,1
395,1,178,1.625,2,1,4,8,0.54,0,0,0,1,0,0,0,1
396,2,144,2.04,3,3,14,4,0.04,0,0,0,0,0,39,1,1
397,1,82,0.585,3,3,6,3,0.125,0,0,0,0,0,37,87,1
398,2,108,12.5,3,3,9,4,1.25,0,0,0,1,0,0,17,1
399,2,157,2.085,2,1,2,8,0.085,0,0,0,0,0,100,0,1
400,2,49,5.085,3,3,8,8,0.29,0,0,0,0,0,44,184,1
401,2,136,0.375,2,1,2,8,0.29,0,0,0,0,0,75,140,1
402,1,301,6.5,2,1,7,1,3.085,0,0,0,1,0,20,0,1
403,1,71,0.335,2,1,11,8,0.75,0,0,0,0,2,52,0,1
404,2,186,5.085,3,3,7,1,1.085,0,0,0,1,0,147,0,1
405,1,343,6.0,2,1,6,3,0.0,0,0,0,0,2,0,0,1
406,1,239,8.125,3,3,9,8,0.165,0,1,2,0,0,170,18,1
407,1,38,0.665,3,3,2,8,1.0,0,1,1,0,0,169,2,1
408,2,5,3.125,2,1,13,8,0.085,0,1,1,0,0,0,6,1
409,2,12,0.25,2,1,11,8,0.335,0,1,4,0,0,52,8,1
410,2,159,2.835,2,1,6,3,0.0,0,1,5,0,0,60,146,1
411,2,96,3.0,2,1,2,8,1.25,0,1,1,0,0,0,22,1
412,1,71,0.79,2,1,7,8,0.085,0,0,0,0,0,46,0,1
413,2,240,1.5,2,1,7,1,0.0,0,0,0,0,2,100,0,1
414,2,66,0.46,2,1,9,8,0.125,0,0,0,1,0,96,55,1
415,1,66,1.25,3,3,6,3,3.25,0,0,0,0,0,96,0,1
416,2,69,0.125,3,3,9,8,0.125,0,0,0,0,0,67,70,1
417,2,82,1.79,2,1,2,8,0.54,0,0,0,1,0,43,1,1
418,2,222,0.705,2,1,2,8,0.375,0,1,2,0,0,78,500,1
419,1,112,2.54,3,3,6,3,0.0,0,0,0,1,0,62,60,1
420,2,197,2.5,2,1,7,8,1.0,0,0,0,1,0,71,0,1
421,2,46,1.085,2,1,11,8,1.5,0,0,0,0,0,33,7,1
422,2,139,1.25,2,1,13,8,1.75,0,0,0,0,0,67,0,1
423,2,108,0.835,2,1,3,8,1.165,0,0,0,0,0,31,0,1
424,2,183,2.165,2,1,2,8,1.5,0,0,0,0,1,37,0,1
425,2,90,1.25,2,1,2,8,0.25,0,0,0,0,0,34,0,1
426,1,123,2.04,2,1,13,8,0.25,0,0,0,1,0,62,50,1
427,2,216,0.835,2,1,5,8,0.04,0,0,0,0,0,37,5,1
428,2,290,2.29,2,1,6,3,0.29,0,0,0,0,0,67,3,1
429,2,182,0.335,3,3,3,8,0.085,0,0,0,0,0,62,0,1
430,2,300,3.0,3,3,6,3,1.5,0,0,0,0,0,62,4,1
431,2,74,3.165,3,3,2,8,0.165,0,0,0,0,0,52,1058,1
432,2,61,1.54,2,1,9,8,0.085,0,0,0,1,0,114,0,1
433,2,97,1.0,2,1,1,8,0.5,0,0,0,0,0,67,0,1
434,2,327,2.71,2,1,2,8,2.415,0,0,0,1,0,105,0,1
435,2,33,0.0,3,3,6,3,0.0,0,1,4,0,0,12,1,1
436,2,38,0.585,2,1,6,3,0.0,0,1,3,0,0,112,769,1
437,1,307,0.165,2,1,6,3,0.0,0,0,0,1,2,18,27,1
438,1,118,1.25,2,1,6,3,0.0,0,1,1,0,0,26,300,1
439,2,105,0.875,2,1,9,8,0.375,0,1,2,1,0,59,3,1
440,2,76,0.0,2,1,9,8,1.0,0,1,11,0,2,0,0,1
441,2,234,5.0,2,1,6,3,0.0,0,1,2,0,0,1,1,1
442,2,153,2.71,3,3,10,8,0.125,0,0,0,1,2,23,0,1
443,2,13,3.0,2,1,9,8,0.04,0,0,0,1,0,52,40,1
444,1,18,0.0,3,3,8,3,0.0,0,0,0,0,0,24,0,1
445,1,349,11.25,2,1,6,3,0.0,0,0,0,0,0,170,5200,1
446,2,10,0.125,2,1,2,8,0.165,0,0,0,0,0,42,0,1
447,1,120,1.665,2,1,6,3,0.0,0,0,0,0,0,109,1,1
448,2,159,1.125,2,1,6,3,0.0,0,1,1,0,0,29,19,1
449,2,41,7.0,2,1,2,8,0.5,0,0,0,0,0,0,0,1
450,2,349,3.0,3,3,7,1,7.0,0,0,0,0,0,0,1,1
451,2,233,1.625,2,1,2,8,1.5,0,0,0,0,0,0,316,1
452,2,209,4.25,2,1,11,8,3.5,0,0,0,0,0,142,50,1
453,0,143,0.665,2,1,13,8,0.25,0,0,0,1,0,100,0,1
454,2,304,1.5,2,1,4,8,3.75,0,0,0,1,0,0,350,1
455,2,205,18.125,2,1,13,8,0.085,0,0,0,0,0,105,3552,1
456,2,192,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,1
457,2,142,0.75,3,3,2,8,0.04,0,0,0,0,0,84,0,1
458,2,205,5.5,2,1,7,1,5.0,0,0,0,0,0,71,687,1
459,2,102,0.29,3,3,2,8,1.5,0,0,0,1,0,52,0,1
460,1,89,2.415,3,3,2,8,0.0,0,0,0,0,0,37,0,1
461,2,85,0.875,2,1,10,8,0.085,0,1,4,0,0,88,1950,1
462,2,62,0.5,2,1,2,8,0.125,0,0,0,0,0,115,0,1
463,1,210,0.29,2,1,6,3,0.0,0,1,10,0,0,67,18,1
464,1,75,1.835,2,1,8,5,0.0,0,1,1,0,0,67,53,1
465,1,122,3.0,2,1,10,8,2.79,0,1,1,1,0,96,10,1
466,2,158,3.085,2,1,2,8,2.5,0,1,2,1,0,52,41,1
467,1,151,1.375,2,1,13,4,0.04,0,1,3,0,0,0,33,1
468,2,64,2.335,2,1,9,8,0.75,0,0,0,0,0,62,0,1
469,2,9,4.085,2,1,7,4,0.415,0,0,0,1,0,37,0,1
470,1,62,11.665,2,1,9,4,0.085,0,0,0,0,0,105,5,1
471,2,52,4.125,3,3,7,4,0.04,0,0,0,0,0,44,100,1
472,2,15,6.5,2,1,7,8,0.125,0,0,0,0,0,17,100,1
473,2,34,4.0,3,3,7,8,1.0,0,0,0,1,0,115,1000,1
474,2,48,0.415,2,1,2,8,0.125,0,0,0,0,0,0,44,1
475,2,114,2.0,2,1,4,8,0.75,0,0,0,1,0,23,0,1
476,2,82,0.835,2,1,7,4,0.085,0,0,0,1,0,75,5,1
477,2,229,2.5,3,3,7,4,10.0,0,0,0,1,2,67,0,1
478,2,72,11.5,2,1,7,8,0.415,0,0,0,0,0,0,0,1
479,0,111,2.71,3,3,0,0,0.085,0,0,0,0,2,23,0,1
480,1,11,0.5,2,1,7,8,0.165,0,1,6,1,0,84,35,1
481,2,81,3.165,3,3,9,8,0.415,0,1,1,1,0,96,80,1
482,1,14,9.5,2,1,1,8,1.75,0,1,10,1,0,0,10,1
483,2,83,0.415,3,3,2,8,0.04,0,1,2,0,0,39,6,1
484,2,193,1.08,2,1,10,8,1.165,0,0,0,0,2,6,0,1
485,2,346,19.0,3,3,6,3,0.04,0,1,2,0,0,0,351,1
486,2,128,0.125,3,3,9,8,0.085,0,0,0,0,0,74,2100,1
487,2,89,13.335,3,3,1,8,0.04,0,0,0,1,0,37,475,1
488,2,31,3.54,3,3,6,3,0.0,0,0,0,1,0,62,1,1
489,0,269,1.0,2,1,11,8,0.125,0,0,0,1,0,91,0,1
490,1,276,0.75,2,1,11,4,2.75,1,1,1,0,0,108,892,0
491,2,86,0.875,2,1,11,8,4.625,1,1,2,1,0,154,2000,0
492,2,230,9.5,2,1,10,8,6.5,1,1,14,0,0,84,4607,0
493,1,47,11.835,2,1,2,4,6.0,1,0,0,0,0,109,0,0
494,1,31,4.415,3,3,2,4,3.0,1,0,0,0,0,84,0,0
495,2,34,9.5,2,1,13,8,1.5,1,0,0,0,0,37,2206,0
496,1,94,0.875,2,1,14,4,1.04,1,0,0,1,0,52,5860,0
497,2,43,9.25,2,1,2,8,1.665,1,1,3,1,0,10,28,0
498,2,103,0.5,2,1,2,8,1.46,1,1,5,1,0,104,0,0
499,2,46,7.0,2,1,2,8,1.625,1,1,3,0,0,67,1391,0
500,2,349,4.0,2,1,14,8,5.0,1,1,3,1,0,98,2279,0
501,2,227,5.0,2,1,3,8,3.5,1,1,10,1,0,0,0,0
502,1,337,0.165,2,1,6,3,0.0,1,1,1,0,0,82,100,0
503,2,129,5.125,2,1,14,8,4.75,1,1,2,0,0,134,7,0
504,1,135,3.75,2,1,2,8,1.085,1,1,1,1,0,119,0,0
505,2,160,19.5,2,1,2,8,7.0,1,1,16,0,0,0,5000,0
506,1,32,9.0,2,1,1,8,0.75,1,1,2,0,0,25,591,0
507,1,91,3.0,2,1,11,4,1.835,1,1,19,0,0,0,500,0
508,1,154,12.0,2,1,2,8,2.0,1,1,1,0,0,75,19,0
509,2,51,4.79,3,3,13,8,2.25,1,1,1,1,0,23,300,0
510,2,0,4.0,3,3,13,8,1.75,1,1,2,1,0,37,1000,0
511,1,271,4.0,2,1,8,5,0.0,1,0,0,0,0,31,960,0
512,1,265,0.0,2,1,2,8,2.5,1,0,0,0,0,0,0,0
513,2,44,9.96,2,1,5,2,0.0,1,0,0,0,0,0,0,0
514,2,71,2.54,3,3,2,4,2.585,1,0,0,0,0,0,0,0
515,2,349,10.5,2,1,14,8,6.5,1,0,0,0,0,0,0,0
516,1,333,5.0,2,1,1,8,4.0,1,1,4,0,0,0,99,0
517,2,6,0.75,2,1,2,8,1.75,1,1,5,1,0,113,690,0
518,1,128,0.375,2,1,11,8,0.585,1,1,4,0,0,23,0,0
519,2,229,1.71,2,1,14,8,0.125,1,1,5,1,0,147,0,0
520,0,46,7.5,2,1,9,8,1.5,1,1,1,0,0,52,234,0
521,1,146,5.29,2,1,5,2,2.25,1,1,5,1,0,30,500,0
522,2,73,3.0,2,1,10,8,1.29,1,1,1,0,0,90,800,0
523,1,69,8.5,2,1,11,8,1.75,1,1,10,0,0,23,990,1
524,1,133,1.665,2,1,11,8,2.415,1,0,0,1,0,139,0,1
525,2,268,1.5,2,1,2,8,2.5,1,0,0,1,0,44,0,1
526,2,248,1.75,2,1,9,8,0.21,1,0,0,0,0,52,0,1
527,1,321,0.335,2,1,7,1,1.0,1,0,0,1,0,86,2197,1
528,1,313,7.08,2,1,9,4,6.75,1,1,3,1,0,31,50,1
529,2,261,25.21,2,1,11,4,0.21,1,1,1,0,0,164,90,1
530,1,98,2.085,2,1,2,4,2.75,1,0,0,1,0,115,1,1
531,1,90,0.67,2,1,1,4,1.75,1,0,0,0,0,129,0,1
532,2,260,2.25,2,1,7,1,0.75,1,0,0,0,0,157,0,1
533,2,242,0.835,2,1,6,3,0.0,1,0,0,0,0,41,1,1
534,2,165,2.5,2,1,1,8,7.5,1,0,0,1,0,155,0,1
535,1,185,1.585,3,3,6,3,0.0,1,0,0,0,0,105,0,1
536,1,93,1.25,2,1,6,3,0.0,1,0,0,0,0,23,0,1
537,2,199,3.165,2,1,14,4,3.75,1,0,0,1,0,161,0,1
538,2,189,1.75,2,1,13,1,0.25,1,0,0,1,0,53,0,1
539,2,348,5.5,2,1,0,0,0.54,1,0,0,0,0,0,340,1
540,2,36,1.5,3,3,3,8,2.0,1,0,0,1,0,31,20,1
541,2,256,3.0,2,1,7,1,1.0,1,0,0,0,0,0,200,1
542,2,39,10.0,3,3,9,4,0.835,1,0,0,1,0,44,0,1
543,2,207,3.79,2,1,13,8,1.165,1,0,0,1,0,67,0,1
544,2,147,1.04,3,3,7,1,0.5,1,1,10,1,0,42,28,1
545,2,264,11.0,3,3,4,8,1.5,1,0,0,0,2,0,0,1
546,2,82,0.46,3,3,13,8,2.625,1,1,6,1,0,70,347,1
547,2,84,1.5,2,1,4,4,1.875,1,1,6,0,0,67,327,0
548,2,179,1.0,2,1,14,8,0.75,1,1,7,1,0,109,4071,0
549,2,285,12.0,2,1,10,8,16.0,1,0,0,0,2,34,0,0
550,2,347,22.29,2,1,5,9,12.75,1,1,1,1,0,0,109,0
551,2,297,10.0,2,1,7,1,0.0,1,1,11,0,0,0,1249,0
552,2,194,15.0,2,1,12,6,5.375,1,1,9,1,0,0,134,0
553,2,223,3.335,2,1,13,8,4.0,1,1,14,0,0,124,1344,0
554,1,68,11.25,3,3,14,4,0.75,1,1,4,0,0,0,321,0
555,2,250,0.42,2,1,2,4,0.21,1,1,6,0,0,75,948,0
556,2,141,4.5,2,1,13,8,7.5,1,1,2,1,0,107,0,0
557,1,169,1.46,2,1,13,8,1.085,1,1,16,0,0,37,2079,0
558,2,298,0.04,2,1,14,4,0.04,1,0,0,0,0,0,3000,0
559,1,73,2.29,2,1,11,4,2.29,1,1,7,1,0,44,2384,0
560,1,94,12.33,2,1,3,4,3.5,1,1,6,0,0,129,458,0
561,2,114,1.125,2,1,14,4,1.25,1,0,0,0,0,0,5298,0
562,2,79,1.5,2,1,2,4,1.415,1,0,0,0,0,135,200,0
563,2,88,12.335,2,1,11,4,1.585,1,0,0,1,0,37,0,0
564,2,253,5.04,2,1,11,4,12.75,1,0,0,1,0,26,0,0
565,1,50,3.0,2,1,1,8,0.04,1,0,0,0,0,31,0,0
566,2,76,11.5,2,1,13,4,2.125,1,1,11,1,0,98,284,0
567,1,96,2.875,2,1,14,4,0.875,1,0,0,0,0,115,0,0
568,2,259,0.375,3,3,2,8,0.375,1,1,8,1,0,100,162,0
569,1,202,0.915,2,1,1,8,0.75,1,1,4,0,0,0,1583,0
570,2,329,2.75,2,1,13,8,1.75,1,1,5,1,0,17,58,0
571,2,51,3.0,3,3,4,8,1.085,1,1,8,1,0,52,1,0
572,2,62,0.54,3,3,14,8,0.04,1,1,1,1,0,165,59,0
573,1,338,14.0,2,1,6,3,0.0,1,1,11,1,0,0,1400,0
574,1,45,10.0,2,1,2,4,1.0,1,1,4,0,0,14,1465,0
575,2,170,0.165,3,3,2,4,3.25,1,1,1,1,0,137,8000,0
576,2,148,0.5,2,1,2,8,1.75,1,1,11,0,0,9,540,0
577,2,96,6.0,2,1,2,8,1.0,1,1,3,0,0,0,0,0
578,2,229,1.625,2,1,2,8,1.5,1,1,10,0,0,64,4700,0
579,2,228,6.0,2,1,10,8,1.29,1,1,5,1,0,33,1097,0
580,2,163,0.83,2,1,14,8,1.335,1,1,8,1,0,101,3290,0
581,2,243,0.04,2,1,5,8,0.04,0,1,1,0,2,157,0,0
582,2,286,4.25,2,1,10,8,0.125,1,0,0,1,0,78,0,0
583,2,173,9.0,3,3,13,4,5.25,1,0,0,1,0,50,0,0
584,1,127,15.0,3,3,5,9,0.0,1,0,0,0,0,0,13212,0
585,2,345,17.75,2,1,6,3,0.0,1,0,0,1,0,0,0,0
586,2,337,20.0,2,1,14,4,17.5,1,1,9,1,0,0,1000,0
587,2,299,15.0,2,1,2,8,8.5,1,1,9,0,0,0,0,0
588,2,113,1.75,3,3,2,8,1.0,1,1,5,1,0,52,5777,0
589,2,98,0.58,2,1,2,8,0.29,1,1,7,1,0,29,5124,0
590,2,148,6.5,2,1,3,8,3.125,1,1,8,0,0,107,1200,0
591,2,117,0.75,2,1,2,4,4.25,1,1,3,1,0,104,150,0
592,2,77,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,0
593,2,188,5.25,2,1,13,8,0.085,0,0,0,1,0,98,6,0
594,2,224,0.21,2,1,9,8,0.085,1,0,0,1,0,96,0,0
595,2,103,0.75,2,1,2,1,0.25,1,0,0,0,0,111,23,0
596,1,272,3.0,2,1,2,8,2.375,1,1,8,1,0,127,4159,0
597,1,57,6.0,2,1,1,8,2.5,1,1,3,0,0,23,918,0
598,0,42,0.125,2,1,11,8,1.0,0,1,1,0,0,84,768,0
599,2,47,2.415,2,1,2,8,2.0,1,1,11,1,0,67,3000,0
600,1,140,0.46,2,1,9,8,0.54,1,1,4,0,0,122,500,0
601,0,254,1.75,3,3,0,0,0.0,0,0,0,1,0,48,1,1
602,2,144,1.25,3,3,9,8,0.25,0,0,0,0,0,77,0,1
603,2,42,0.25,2,1,11,8,0.125,0,0,0,0,0,67,0,1
604,2,80,0.585,2,1,2,4,0.085,1,0,0,0,0,62,0,1
605,1,141,1.75,3,3,9,8,1.25,0,0,0,1,0,96,0,1
606,2,7,0.04,2,1,2,8,0.04,0,0,0,0,0,0,0,0
607,2,171,3.5,2,1,9,8,0.5,0,0,0,1,0,82,0,1
608,2,349,0.04,3,3,4,8,4.25,0,0,0,1,0,144,0,1
609,2,281,4.165,2,1,14,1,0.085,0,0,0,1,0,154,0,1
610,2,41,1.25,3,3,9,8,0.125,0,0,0,0,0,44,4,1
611,2,122,3.25,3,3,11,4,5.085,0,1,2,1,0,117,1,1
612,2,63,0.79,2,1,13,8,0.29,0,1,1,0,0,134,283,1
613,2,35,10.915,2,1,2,1,0.585,0,1,2,1,0,67,7,1
614,1,221,4.415,2,1,2,8,0.125,0,0,0,0,0,52,0,1
615,2,139,1.25,2,1,2,4,0.25,0,1,2,1,0,129,108,1
616,2,71,0.75,2,1,7,8,1.585,0,1,1,1,0,129,9,1
617,2,170,14.0,3,3,6,3,0.0,0,1,2,0,0,52,1,1
618,2,141,4.75,2,1,10,8,2.0,0,1,1,1,0,144,68,1
619,2,26,10.415,3,3,1,8,0.125,1,0,0,0,0,37,375,1
620,2,65,2.25,2,1,7,8,0.125,0,0,0,0,0,52,10,1
621,2,71,0.165,2,1,2,5,2.25,0,0,0,1,2,0,0,0
622,1,101,0.0,0,0,0,0,0.0,0,0,0,0,1,170,0,0
623,2,31,0.0,2,1,11,8,0.665,0,0,0,0,0,52,1,1
624,2,58,0.79,3,3,3,8,0.665,0,0,0,0,0,52,0,1
625,2,83,12.0,2,1,2,8,2.085,0,0,0,0,2,23,0,1
626,2,63,7.835,3,3,7,1,0.165,0,0,0,1,0,170,0,1
627,2,204,2.54,2,1,6,3,0.0,0,0,0,0,0,0,1000,1
628,2,138,13.0,2,1,4,4,0.5,0,0,0,0,0,79,0,1
629,1,38,0.665,2,1,13,8,1.665,0,0,0,0,0,75,5,1
630,1,74,1.25,2,1,11,8,0.25,0,0,0,1,0,37,809,1
631,1,119,0.29,2,1,10,4,0.125,0,1,1,1,0,93,108,1
632,1,225,1.5,2,1,6,3,0.0,0,0,0,0,0,22,0,1
633,2,172,2.165,3,3,9,3,0.0,0,0,0,0,0,37,0,1
634,1,83,0.71,2,1,13,8,0.25,0,1,1,1,0,84,4,1
635,2,23,2.46,2,1,2,6,0.96,0,1,2,1,0,52,587,1
636,2,242,0.5,3,3,10,8,0.5,0,0,0,1,0,41,0,1
637,2,37,9.585,2,1,1,8,0.79,0,0,0,0,0,23,350,1
638,2,133,3.625,2,1,1,8,0.25,0,0,0,1,0,31,0,1
639,2,201,0.75,2,1,9,8,1.5,0,0,0,1,0,81,0,1
640,2,188,2.75,2,1,7,1,2.5,0,0,0,1,0,82,200,1
641,0,179,2.25,3,3,3,8,3.5,0,0,0,1,0,67,141,1
642,2,162,0.75,3,3,1,8,3.5,0,0,0,1,0,105,0,1
643,1,305,7.0,2,1,1,4,3.0,0,0,0,0,0,0,0,1
644,2,205,0.42,3,3,13,8,0.29,0,0,0,1,0,102,2,1
645,2,214,2.665,2,1,3,8,0.165,0,0,0,1,0,0,501,1
646,1,50,8.5,2,1,2,8,0.165,0,0,0,0,0,0,351,1
647,2,85,9.0,2,1,1,8,0.25,0,0,0,1,0,0,0,1
648,2,101,0.335,2,1,9,4,3.5,0,0,0,1,0,109,0,1
649,1,198,3.75,2,1,6,3,0.0,0,1,6,0,0,0,200,1
650,2,282,3.75,2,1,7,1,1.0,0,0,0,0,0,31,2,1
651,1,3,7.625,2,1,11,8,0.125,0,1,1,1,0,0,160,1
652,1,69,0.415,2,1,7,8,0.335,0,0,0,1,2,46,0,1
653,2,57,11.5,2,1,7,8,0.5,1,0,0,1,0,31,68,1
654,1,82,0.83,2,1,11,8,0.415,0,1,1,1,0,67,11,1
655,1,52,5.0,3,3,6,3,0.0,0,0,0,0,0,0,0,1
656,2,102,3.25,2,1,2,4,2.29,0,1,1,1,0,133,21,1
657,1,226,1.665,2,1,1,8,0.25,0,0,0,0,0,0,390,1
658,1,2,0.375,2,1,2,8,1.0,0,0,0,0,0,37,18,1
659,1,133,3.75,2,1,2,8,0.25,0,1,1,1,0,10,154,1
660,2,66,9.0,2,1,1,8,0.085,0,0,0,0,0,0,0,1
661,2,144,3.5,2,1,2,8,0.165,0,0,0,0,0,74,0,1
662,1,81,1.5,2,1,13,8,0.875,0,0,0,1,0,52,0,1
663,2,168,4.0,3,3,3,8,1.5,0,0,0,1,0,37,0,1
664,2,158,1.5,3,3,13,8,0.04,0,0,0,0,2,52,0,1
665,2,165,0.04,3,3,10,8,0.04,0,0,0,0,0,0,0,1
666,1,60,11.75,2,1,2,8,0.25,0,0,0,1,0,62,0,1
667,1,20,0.54,2,1,2,8,1.75,0,1,1,1,0,23,5,1
668,2,150,0.5,2,1,4,4,0.085,0,0,0,1,2,86,0,1
669,2,300,2.04,3,3,6,3,1.5,0,0,0,0,0,37,1,1
670,2,275,5.835,2,1,13,8,5.5,0,0,0,0,0,145,150,1
671,2,104,12.835,2,1,3,8,0.5,0,0,0,0,0,0,2,1
672,1,295,0.835,2,1,1,8,0.5,0,0,0,1,0,84,117,1
673,0,140,2.0,3,3,5,4,2.0,0,0,0,0,0,89,17,1
674,1,214,2.5,2,1,7,4,0.21,0,0,0,0,0,90,246,1
675,1,248,1.04,2,1,1,8,0.665,0,0,0,0,0,84,237,1
676,1,153,10.665,2,1,11,4,0.085,0,1,12,1,0,40,3,1
677,2,36,7.25,2,1,10,8,0.04,0,1,1,0,0,31,1,1
678,1,20,10.21,2,1,6,3,0.0,0,0,0,0,0,0,50,1
679,1,42,1.25,2,1,2,8,0.0,0,0,0,0,0,0,0,1
680,2,37,0.29,2,1,9,8,0.29,0,0,0,0,0,96,364,1
681,2,125,1.0,3,3,4,4,3.0,0,0,0,0,0,60,537,1
682,2,12,3.29,2,1,7,8,0.335,0,0,0,1,0,44,2,1
683,2,208,0.75,3,3,4,8,0.585,0,0,0,0,0,84,3,1
684,2,240,3.29,2,1,10,8,3.5,0,0,0,1,2,129,0,1
685,2,52,10.085,3,3,5,4,1.25,0,0,0,0,0,90,0,1
686,1,71,0.75,2,1,2,8,2.0,0,1,2,1,0,67,394,1
687,1,97,13.5,3,3,6,3,2.0,0,1,1,1,0,67,1,1
688,2,20,0.205,2,1,1,8,0.04,0,0,0,0,0,96,750,1
689,2,197,3.375,2,1,2,4,8.29,0,0,0,1,0,0,0,1
