,Rented Bike Count,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
2541,710,21,5.8,43,1.8,2000,-5.8,0.0,0.0,0.0,1,1,1
2542,660,22,4.9,46,0.8,2000,-5.7,0.0,0.0,0.0,1,1,1
2543,455,23,4.2,47,1.3,2000,-6.1,0.0,0.0,0.0,1,1,1
2544,414,0,3.7,48,1.6,2000,-6.3,0.0,0.0,0.0,1,1,1
2545,366,1,3.0,52,0.7,2000,-5.9,0.0,0.0,0.0,1,1,1
2546,268,2,2.3,56,0.6,2000,-5.5,0.0,0.0,0.0,1,1,1
2547,157,3,1.8,59,0.7,2000,-5.3,0.0,0.0,0.0,1,1,1
2548,103,4,1.3,61,0.7,2000,-5.4,0.0,0.0,0.0,1,1,1
2549,60,5,1.0,62,0.9,2000,-5.4,0.0,0.0,0.0,1,1,1
2550,109,6,0.8,63,1.0,2000,-5.4,0.0,0.0,0.0,1,1,1
2551,193,7,0.5,64,0.8,2000,-5.5,0.01,0.0,0.0,1,1,1
2552,384,8,1.3,57,1.0,1974,-6.2,0.32,0.0,0.0,1,1,1
2553,520,9,3.4,49,1.6,1950,-6.3,1.03,0.0,0.0,1,1,1
2554,561,10,6.0,43,1.0,1829,-5.6,1.69,0.0,0.0,1,1,1
2555,742,11,8.0,39,1.2,1783,-5.1,2.26,0.0,0.0,1,1,1
2556,933,12,10.0,38,1.5,1677,-3.6,2.51,0.0,0.0,1,1,1
2557,1111,13,10.9,32,1.2,1772,-5.1,2.22,0.0,0.0,1,1,1
2558,1294,14,12.1,29,2.3,1734,-5.4,2.26,0.0,0.0,1,1,1
2559,1514,15,13.2,23,2.8,1696,-7.5,2.52,0.0,0.0,1,1,1
2560,1440,16,13.7,28,2.1,1499,-4.5,1.88,0.0,0.0,1,1,1
2561,1272,17,12.1,34,2.5,1240,-3.3,0.81,0.0,0.0,1,1,1
2562,934,18,10.6,42,2.8,1307,-1.8,0.31,0.0,0.0,1,1,1
2563,718,19,8.8,49,3.2,1207,-1.3,0.05,0.0,0.0,1,1,1
2564,688,20,7.9,54,2.3,1005,-0.8,0.0,0.0,0.0,1,1,1
2565,624,21,7.4,54,2.0,1142,-1.3,0.0,0.0,0.0,1,1,1
2566,562,22,7.0,55,2.7,1041,-1.4,0.0,0.0,0.0,1,1,1
2567,422,23,6.4,59,1.1,961,-1.0,0.0,0.0,0.0,1,1,1
2568,407,0,5.9,56,1.1,1019,-2.2,0.0,0.0,0.0,1,1,1
2569,309,1,5.7,55,1.4,1043,-2.6,0.0,0.0,0.0,1,1,1
2570,226,2,5.5,56,1.2,1067,-2.5,0.0,0.0,0.0,1,1,1
2571,174,3,5.5,57,1.1,1079,-2.3,0.0,0.0,0.0,1,1,1
2572,106,4,5.6,55,0.4,1115,-2.7,0.0,0.0,0.0,1,1,1
2573,67,5,5.6,55,1.2,1008,-2.7,0.0,0.0,0.0,1,1,1
2574,73,6,5.7,54,1.7,1208,-2.9,0.0,0.0,0.0,1,1,1
2575,152,7,5.5,58,1.0,937,-2.1,0.0,0.0,0.0,1,1,1
2576,293,8,5.9,58,1.8,861,-1.7,0.11,0.0,0.0,1,1,1
2577,398,9,6.3,53,0.5,849,-2.5,0.34,0.0,0.0,1,1,1
2578,460,10,7.2,53,1.6,709,-1.7,0.45,0.0,0.0,1,1,1
2579,587,11,8.5,49,0.7,718,-1.6,0.76,0.0,0.0,1,1,1
2580,751,12,9.8,46,1.2,710,-1.2,1.13,0.0,0.0,1,1,1
2581,881,13,10.6,43,1.3,705,-1.4,1.07,0.0,0.0,1,1,1
2582,993,14,11.0,41,1.1,763,-1.7,0.81,0.0,0.0,1,1,1
2583,1128,15,12.0,37,0.8,879,-2.2,1.09,0.0,0.0,1,1,1
2584,1059,16,12.3,30,1.6,1263,-4.8,0.94,0.0,0.0,1,1,1
2585,603,17,11.1,42,2.2,765,-1.3,0.34,0.0,0.0,1,1,1
2586,365,18,10.4,47,0.4,824,-0.4,0.14,0.0,0.0,1,1,1
2587,237,19,10.0,53,1.7,796,0.8,0.01,0.0,0.0,1,1,1
2588,146,20,9.2,66,1.1,513,3.1,0.0,0.0,0.0,1,1,1
2589,71,21,8.8,72,0.9,501,4.0,0.0,0.0,0.0,1,1,1
2590,70,22,8.1,76,0.8,492,4.1,0.0,0.0,0.0,1,1,1
2591,53,23,7.4,80,1.3,471,4.1,0.0,0.0,0.0,1,1,1
2592,67,0,7.0,81,1.1,421,3.9,0.0,0.5,0.0,1,1,1
2593,38,1,6.7,84,0.8,320,4.1,0.0,0.0,0.0,1,1,1
2594,28,2,6.6,86,0.6,416,4.4,0.0,0.0,0.0,1,1,1
2595,12,3,6.5,88,0.9,276,4.6,0.0,0.3,0.0,1,1,1
2596,9,4,6.3,90,1.0,240,4.7,0.0,0.0,0.0,1,1,1
2597,27,5,6.2,89,1.5,338,4.5,0.0,0.0,0.0,1,1,1
2598,91,6,6.5,88,1.2,417,4.6,0.0,0.2,0.0,1,1,1
2599,370,7,6.5,88,1.4,515,4.6,0.0,0.0,0.0,1,1,1
2600,592,8,7.3,84,2.2,813,4.7,0.05,0.0,0.0,1,1,1
2601,387,9,8.2,81,2.7,1273,5.1,0.2,0.5,0.0,1,1,1
2602,292,10,9.1,77,2.7,1587,5.2,0.27,0.0,0.0,1,1,1
2603,393,11,10.2,65,3.3,2000,3.9,0.57,0.0,0.0,1,1,1
2604,403,12,10.2,58,3.5,2000,2.2,0.32,0.0,0.0,1,1,1
2605,387,13,10.1,61,3.7,1504,2.9,0.38,0.0,0.0,1,1,1
2606,326,14,10.1,59,3.3,2000,2.4,0.57,0.0,0.0,1,1,1
2607,263,15,9.8,57,3.0,2000,1.6,0.43,0.0,0.0,1,1,1
2608,271,16,8.9,63,3.0,1614,2.2,0.28,0.0,0.0,1,1,1
2609,605,17,8.5,59,2.7,1927,0.9,0.16,0.0,0.0,1,1,1
2610,1200,18,8.6,55,2.4,1958,0.0,0.09,0.0,0.0,1,1,1
2611,818,19,8.4,51,3.3,1977,-1.1,0.01,0.0,0.0,1,1,1
2612,711,20,8.3,47,3.1,2000,-2.3,0.0,0.0,0.0,1,1,1
2613,731,21,8.0,47,3.3,2000,-2.6,0.0,0.0,0.0,1,1,1
2614,565,22,7.6,48,3.1,2000,-2.7,0.0,0.0,0.0,1,1,1
2615,382,23,6.9,44,3.3,2000,-4.5,0.0,0.0,0.0,1,1,1
2616,297,0,6.3,42,3.3,2000,-5.6,0.0,0.0,0.0,1,1,1
2617,243,1,5.5,42,3.1,2000,-6.4,0.0,0.0,0.0,1,1,1
2618,165,2,5.1,44,3.4,2000,-6.1,0.0,0.0,0.0,1,1,1
2619,95,3,4.7,44,3.8,2000,-6.5,0.0,0.0,0.0,1,1,1
2620,69,4,4.4,44,3.1,2000,-6.8,0.0,0.0,0.0,1,1,1
2621,92,5,4.1,42,3.1,2000,-7.6,0.0,0.0,0.0,1,1,1
2622,235,6,3.9,43,3.4,2000,-7.5,0.0,0.0,0.0,1,1,1
2623,677,7,3.8,44,4.1,2000,-7.3,0.02,0.0,0.0,1,1,1
2624,1212,8,4.3,43,4.2,2000,-7.2,0.37,0.0,0.0,1,1,1
2625,661,9,5.7,38,3.9,1985,-7.5,0.98,0.0,0.0,1,1,1
2626,418,10,7.4,35,3.5,1990,-7.0,1.81,0.0,0.0,1,1,1
2627,488,11,8.4,34,3.6,1966,-6.5,2.36,0.0,0.0,1,1,1
2628,522,12,9.0,33,3.1,1985,-6.4,2.59,0.0,0.0,1,1,1
2629,516,13,8.0,37,3.4,2000,-5.8,1.96,0.0,0.0,1,1,1
2630,478,14,7.3,38,3.4,1997,-6.1,1.6,0.0,0.0,1,1,1
2631,492,15,6.5,39,3.3,2000,-6.4,1.21,0.0,0.0,1,1,1
2632,518,16,5.6,42,4.2,2000,-6.3,0.81,0.0,0.0,1,1,1
2633,719,17,4.9,43,4.3,2000,-6.6,0.42,0.0,0.0,1,1,1
2634,1111,18,4.1,43,3.5,2000,-7.3,0.21,0.0,0.0,1,1,1
2635,716,19,3.2,45,3.7,2000,-7.6,0.02,0.0,0.0,1,1,1
2636,543,20,2.7,45,3.3,2000,-8.0,0.0,0.0,0.0,1,1,1
2637,494,21,2.3,40,3.3,2000,-9.9,0.0,0.0,0.0,1,1,1
2638,460,22,2.0,37,2.7,2000,-11.1,0.0,0.0,0.0,1,1,1
2639,294,23,1.8,37,2.3,2000,-11.3,0.0,0.0,0.0,1,1,1
2640,240,0,1.6,39,2.3,2000,-10.8,0.0,0.0,0.0,1,1,1
2641,223,1,1.5,40,2.8,2000,-10.6,0.0,0.0,0.0,1,1,1
2642,147,2,1.4,40,2.9,2000,-10.7,0.0,0.0,0.0,1,1,1
2643,82,3,1.3,40,2.1,2000,-10.8,0.0,0.0,0.0,1,1,1
2644,70,4,1.3,39,2.3,2000,-11.1,0.0,0.0,0.0,1,1,1
2645,80,5,1.3,40,2.3,2000,-10.8,0.0,0.0,0.0,1,1,1
2646,209,6,1.4,42,1.7,2000,-10.1,0.0,0.0,0.0,1,1,1
2647,605,7,1.4,43,1.5,2000,-9.8,0.0,0.0,0.0,1,1,1
2648,1097,8,1.6,42,1.8,2000,-9.9,0.13,0.0,0.0,1,1,1
2649,614,9,2.5,40,1.9,2000,-9.7,0.41,0.0,0.0,1,1,1
2650,374,10,3.6,37,1.3,2000,-9.7,0.83,0.0,0.0,1,1,1
2651,339,11,4.8,35,2.1,2000,-9.4,1.38,0.0,0.0,1,1,1
2652,333,12,4.8,51,2.2,1715,-4.5,1.12,0.0,0.0,1,1,1
2653,196,13,4.0,64,2.0,1834,-2.2,0.75,0.0,0.0,1,1,1
2654,117,14,1.9,89,1.5,102,0.2,0.41,0.0,0.0,1,1,1
2655,184,15,2.2,85,1.3,2000,0.0,0.41,0.5,0.0,1,1,1
2656,241,16,2.4,79,1.9,1995,-0.8,0.37,0.0,0.0,1,1,1
2657,319,17,2.5,78,2.0,2000,-0.9,0.25,0.0,0.0,1,1,1
2658,615,18,2.0,77,1.3,2000,-1.6,0.07,0.0,0.0,1,1,1
2659,402,19,2.0,81,0.7,2000,-0.9,0.0,0.0,0.0,1,1,1
2660,120,20,1.7,85,1.3,396,-0.5,0.0,0.0,0.0,1,1,1
2661,231,21,1.2,92,0.7,1474,0.0,0.0,0.5,0.0,1,1,1
2662,320,22,1.2,87,0.9,1802,-0.7,0.0,0.0,0.0,1,1,1
2663,226,23,1.5,86,1.2,1495,-0.5,0.0,0.0,0.0,1,1,1
2664,243,0,1.6,86,1.7,1141,-0.4,0.0,0.0,0.0,1,1,1
2665,247,1,1.6,85,2.0,952,-0.6,0.0,0.0,0.0,1,1,1
2666,173,2,1.5,86,2.5,782,-0.5,0.0,0.0,0.0,1,1,1
2667,107,3,1.3,87,1.7,822,-0.6,0.0,0.0,0.0,1,1,1
2668,75,4,1.3,87,2.2,937,-0.6,0.0,0.0,0.0,1,1,1
2669,81,5,1.1,88,0.9,927,-0.6,0.0,0.0,0.0,1,1,1
2670,212,6,0.8,88,1.0,900,-0.9,0.0,0.0,0.0,1,1,1
2671,600,7,0.6,85,1.5,1321,-1.6,0.01,0.0,0.0,1,1,1
2672,1174,8,1.1,79,1.7,1480,-2.1,0.36,0.0,0.0,1,1,1
2673,653,9,2.5,67,1.3,1472,-3.0,1.11,0.0,0.0,1,1,1
2674,446,10,4.9,56,1.9,1480,-3.1,1.76,0.0,0.0,1,1,1
2675,565,11,6.9,46,2.1,1541,-3.9,2.33,0.0,0.0,1,1,1
2676,668,12,8.3,36,2.5,1665,-5.9,2.7,0.0,0.0,1,1,1
2677,648,13,9.9,29,3.2,1641,-7.3,2.91,0.0,0.0,1,1,1
2678,674,14,11.4,30,3.1,1672,-5.5,2.82,0.0,0.0,1,1,1
2679,758,15,10.7,34,4.5,1850,-4.5,2.51,0.0,0.0,1,1,1
2680,752,16,10.3,34,3.8,1850,-4.9,1.93,0.0,0.0,1,1,1
2681,999,17,9.6,38,3.2,1606,-4.0,1.35,0.0,0.0,1,1,1
2682,1495,18,7.9,46,3.1,1057,-3.0,0.58,0.0,0.0,1,1,1
2683,923,19,6.2,54,1.8,883,-2.4,0.08,0.0,0.0,1,1,1
2684,739,20,5.1,56,2.0,899,-2.9,0.0,0.0,0.0,1,1,1
2685,726,21,4.5,62,2.0,826,-2.1,0.0,0.0,0.0,1,1,1
2686,621,22,3.9,66,2.7,990,-1.8,0.0,0.0,0.0,1,1,1
2687,428,23,3.4,69,1.1,895,-1.7,0.0,0.0,0.0,1,1,1
2688,335,0,2.9,72,1.3,903,-1.6,0.0,0.0,0.0,1,1,1
2689,283,1,2.5,75,1.5,786,-1.4,0.0,0.0,0.0,1,1,1
2690,216,2,2.2,80,1.4,615,-0.8,0.0,0.0,0.0,1,1,1
2691,128,3,1.9,81,1.1,525,-1.0,0.0,0.0,0.0,1,1,1
2692,92,4,2.0,80,0.8,474,-1.0,0.0,0.0,0.0,1,1,1
2693,95,5,2.2,79,0.8,553,-1.0,0.0,0.0,0.0,1,1,1
2694,243,6,2.3,80,0.7,546,-0.8,0.0,0.0,0.0,1,1,1
2695,661,7,2.5,79,1.4,536,-0.7,0.01,0.0,0.0,1,1,1
2696,1216,8,2.6,77,1.3,567,-1.0,0.21,0.0,0.0,1,1,1
2697,664,9,3.3,72,1.4,618,-1.2,0.61,0.0,0.0,1,1,1
2698,461,10,5.4,64,1.6,637,-0.8,1.7,0.0,0.0,1,1,1
2699,584,11,7.1,50,1.7,799,-2.6,2.24,0.0,0.0,1,1,1
2700,690,12,9.3,37,2.3,940,-4.6,2.72,0.0,0.0,1,1,1
2701,682,13,10.9,36,2.1,1073,-3.6,2.87,0.0,0.0,1,1,1
2702,758,14,12.4,33,2.9,811,-3.4,2.71,0.0,0.0,1,1,1
2703,849,15,12.1,30,3.0,1120,-4.9,2.41,0.0,0.0,1,1,1
2704,901,16,12.2,24,2.8,1655,-7.8,1.98,0.0,0.0,1,1,1
2705,1108,17,11.2,27,3.5,1585,-7.1,1.19,0.0,0.0,1,1,1
2706,1611,18,9.7,36,3.6,948,-4.6,0.37,0.0,0.0,1,1,1
2707,932,19,8.3,48,3.0,779,-2.0,0.06,0.0,0.0,1,1,1
2708,724,20,6.7,48,2.6,774,-3.5,0.0,0.0,0.0,1,1,1
2709,676,21,5.8,60,2.2,650,-1.3,0.0,0.0,0.0,1,1,1
2710,638,22,5.3,63,1.8,591,-1.1,0.0,0.0,0.0,1,1,1
2711,422,23,5.0,42,1.7,717,-6.8,0.0,0.0,0.0,1,1,1
2712,403,0,4.7,46,1.7,746,-5.9,0.0,0.0,0.0,1,1,1
2713,360,1,4.7,51,1.1,728,-4.5,0.0,0.0,0.0,1,1,1
2714,305,2,5.0,50,1.7,669,-4.5,0.0,0.0,0.0,1,1,1
2715,197,3,5.0,51,0.8,659,-4.3,0.0,0.0,0.0,1,1,1
2716,122,4,5.1,54,1.2,550,-3.4,0.0,0.0,0.0,1,1,1
2717,82,5,4.7,54,1.3,543,-3.8,0.0,0.0,0.0,1,1,1
2718,113,6,4.2,50,0.6,633,-5.3,0.0,0.0,0.0,1,1,1
2719,198,7,4.0,54,0.9,587,-4.4,0.01,0.0,0.0,1,1,1
2720,424,8,4.5,49,0.4,580,-5.3,0.19,0.0,0.0,1,1,1
2721,456,9,6.5,40,2.5,588,-6.1,0.69,0.0,0.0,1,1,1
2722,494,10,7.2,43,1.5,559,-4.5,0.42,0.0,0.0,1,1,1
2723,589,11,9.0,56,2.0,399,0.6,1.11,0.0,0.0,1,1,1
2724,806,12,10.6,52,3.1,390,1.1,2.27,0.0,0.0,1,1,1
2725,880,13,12.4,50,2.5,379,2.2,2.48,0.0,0.0,1,1,1
2726,855,14,12.7,55,3.4,378,3.8,2.42,0.0,0.0,1,1,1
2727,1025,15,12.4,58,4.1,404,4.3,2.26,0.0,0.0,1,1,1
2728,947,16,12.3,61,3.4,359,4.9,1.82,0.0,0.0,1,1,1
2729,916,17,11.1,66,4.2,367,4.9,1.18,0.0,0.0,1,1,1
2730,736,18,9.0,76,3.0,288,4.9,0.45,0.0,0.0,1,1,1
2731,521,19,7.7,80,2.8,234,4.4,0.05,0.0,0.0,1,1,1
2732,513,20,7.1,83,3.3,203,4.4,0.0,0.0,0.0,1,1,1
2733,487,21,6.7,84,2.8,193,4.1,0.0,0.0,0.0,1,1,1
2734,460,22,6.5,85,2.3,167,4.1,0.0,0.0,0.0,1,1,1
2735,354,23,6.4,85,2.3,155,4.0,0.0,0.0,0.0,1,1,1
2736,372,0,6.4,84,1.4,171,3.8,0.0,0.0,0.0,1,1,1
2737,267,1,6.4,82,1.2,186,3.5,0.0,0.0,0.0,1,1,1
2738,195,2,6.0,82,1.3,198,3.1,0.0,0.0,0.0,1,1,1
2739,139,3,5.5,83,0.9,186,2.8,0.0,0.0,0.0,1,1,1
2740,90,4,5.3,82,1.0,200,2.4,0.0,0.0,0.0,1,1,1
2741,60,5,5.0,83,0.7,200,2.3,0.0,0.0,0.0,1,1,1
2742,71,6,4.6,84,0.7,193,2.1,0.0,0.0,0.0,1,1,1
2743,137,7,4.7,82,1.3,198,1.8,0.02,0.0,0.0,1,1,1
2744,225,8,5.0,79,1.1,203,1.6,0.23,0.0,0.0,1,1,1
2745,331,9,6.3,73,1.3,218,1.8,0.79,0.0,0.0,1,1,1
2746,359,10,8.4,65,1.8,229,2.1,1.67,0.0,0.0,1,1,1
2747,466,11,10.7,56,2.0,261,2.2,2.27,0.0,0.0,1,1,1
2748,626,12,12.7,45,1.3,321,1.0,2.63,0.0,0.0,1,1,1
2749,784,13,14.6,38,1.9,315,0.4,2.75,0.0,0.0,1,1,1
2750,882,14,16.1,37,2.4,315,1.3,2.62,0.0,0.0,1,1,1
2751,960,15,16.7,38,3.1,265,2.2,2.27,0.0,0.0,1,1,1
2752,1031,16,16.5,39,3.1,366,2.4,1.91,0.0,0.0,1,1,1
2753,911,17,15.8,40,2.3,481,2.2,1.28,0.0,0.0,1,1,1
2754,768,18,14.4,44,2.7,596,2.2,0.6,0.0,0.0,1,1,1
2755,571,19,12.6,59,2.5,384,4.7,0.08,0.0,0.0,1,1,1
2756,502,20,10.7,70,2.8,236,5.4,0.0,0.0,0.0,1,1,1
2757,456,21,9.8,74,2.2,219,5.3,0.0,0.0,0.0,1,1,1
2758,424,22,8.8,79,2.0,203,5.3,0.0,0.0,0.0,1,1,1
2759,336,23,8.0,82,1.3,196,5.1,0.0,0.0,0.0,1,1,1
2760,244,0,7.1,84,2.3,185,4.5,0.0,0.0,0.0,1,1,1
2761,185,1,6.3,87,1.8,153,4.2,0.0,0.0,0.0,1,1,1
2762,93,2,5.4,95,1.5,89,4.6,0.0,0.0,0.0,1,1,1
2763,62,3,5.5,96,1.6,72,4.9,0.0,0.0,0.0,1,1,1
2764,65,4,5.5,96,2.0,53,4.9,0.0,0.0,0.0,1,1,1
2765,98,5,5.4,97,1.5,38,4.9,0.0,0.0,0.0,1,1,1
2766,227,6,5.7,97,0.5,80,5.2,0.0,0.0,0.0,1,1,1
2767,581,7,6.0,96,0.6,94,5.4,0.0,0.0,0.0,1,1,1
2768,983,8,6.4,90,1.4,117,4.8,0.13,0.0,0.0,1,1,1
2769,540,9,7.6,82,0.7,147,4.7,0.55,0.0,0.0,1,1,1
2770,415,10,10.0,70,1.0,187,4.7,1.57,0.0,0.0,1,1,1
2771,422,11,12.6,60,2.4,281,5.0,2.23,0.0,0.0,1,1,1
2772,492,12,14.6,53,2.5,348,5.1,2.65,0.0,0.0,1,1,1
2773,504,13,16.0,47,2.5,459,4.6,2.8,0.0,0.0,1,1,1
2774,575,14,17.4,39,2.9,520,3.2,2.7,0.0,0.0,1,1,1
2775,604,15,17.6,33,3.6,985,1.1,2.44,0.0,0.0,1,1,1
2776,819,16,17.7,33,3.4,897,1.2,1.96,0.0,0.0,1,1,1
2777,925,17,17.1,31,3.3,1075,-0.1,1.33,0.0,0.0,1,1,1
2778,1477,18,16.0,33,2.9,1138,-0.2,0.6,0.0,0.0,1,1,1
2779,1031,19,14.3,37,3.1,1247,-0.2,0.1,0.0,0.0,1,1,1
2780,835,20,12.9,42,2.8,1047,0.2,0.0,0.0,0.0,1,1,1
2781,798,21,11.6,54,1.5,693,2.5,0.0,0.0,0.0,1,1,1
2782,662,22,10.7,58,1.4,600,2.7,0.0,0.0,0.0,1,1,1
2783,447,23,9.8,62,0.6,535,2.8,0.0,0.0,0.0,1,1,1
2784,380,0,9.0,68,1.1,426,3.3,0.0,0.0,0.0,1,1,1
2785,278,1,8.7,70,0.9,398,3.5,0.0,0.0,0.0,1,1,1
2786,163,2,8.3,70,0.8,394,3.1,0.0,0.0,0.0,1,1,1
2787,127,3,8.1,71,0.9,378,3.1,0.0,0.0,0.0,1,1,1
2788,95,4,7.8,70,0.3,395,2.6,0.0,0.0,0.0,1,1,1
2789,110,5,8.0,63,0.8,439,1.3,0.0,0.0,0.0,1,1,1
2790,231,6,8.1,66,0.6,415,2.1,0.0,0.0,0.0,1,1,1
2791,705,7,8.5,67,0.7,475,2.7,0.02,0.0,0.0,1,1,1
2792,1201,8,9.3,62,0.6,519,2.3,0.25,0.0,0.0,1,1,1
2793,699,9,11.6,51,0.8,498,1.7,0.84,0.0,0.0,1,1,1
2794,462,10,13.9,40,0.8,586,0.5,1.6,0.0,0.0,1,1,1
2795,560,11,15.8,40,1.9,647,2.2,1.95,0.0,0.0,1,1,1
2796,586,12,16.7,47,2.4,620,5.3,1.76,0.0,0.0,1,1,1
2797,563,13,18.6,46,2.1,642,6.7,2.54,0.0,0.0,1,1,1
2798,618,14,19.4,45,2.0,624,7.1,2.05,0.0,0.0,1,1,1
2799,636,15,19.9,45,2.7,676,7.6,1.79,0.0,0.0,1,1,1
2800,774,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,1,1,1
2801,960,17,18.4,54,3.2,605,8.9,1.05,0.0,0.0,1,1,1
2802,1521,18,16.8,60,3.1,580,8.9,0.46,0.0,0.0,1,1,1
2803,1020,19,15.0,67,2.6,452,8.9,0.07,0.0,0.0,1,1,1
2804,864,20,13.9,72,2.4,385,8.9,0.0,0.0,0.0,1,1,1
2805,866,21,13.4,73,1.5,325,8.6,0.0,0.0,0.0,1,1,1
2806,764,22,12.9,75,1.3,326,8.5,0.0,0.0,0.0,1,1,1
2807,527,23,12.4,74,1.5,356,7.8,0.0,0.0,0.0,1,1,1
2808,400,0,12.0,76,0.8,346,7.8,0.0,0.0,0.0,1,1,1
2809,337,1,11.6,74,1.2,374,7.1,0.0,0.0,0.0,1,1,1
2810,225,2,11.5,75,1.9,399,7.2,0.0,0.0,0.0,1,1,1
2811,150,3,10.9,79,0.8,383,7.3,0.0,0.0,0.0,1,1,1
2812,104,4,10.6,77,0.9,422,6.7,0.0,0.0,0.0,1,1,1
2813,107,5,10.2,80,0.8,366,6.8,0.0,0.0,0.0,1,1,1
2814,258,6,9.6,84,0.7,301,7.0,0.0,0.0,0.0,1,1,1
2815,741,7,9.6,82,1.1,284,6.6,0.04,0.0,0.0,1,1,1
2816,1353,8,10.3,77,0.7,341,6.4,0.37,0.0,0.0,1,1,1
2817,723,9,12.4,66,1.0,546,6.2,0.91,0.0,0.0,1,1,1
2818,494,10,14.7,62,2.9,684,7.4,1.59,0.0,0.0,1,1,1
2819,588,11,15.6,60,3.7,817,7.8,1.44,0.0,0.0,1,1,1
2820,629,12,16.5,57,3.8,881,7.9,1.55,0.0,0.0,1,1,1
2821,723,13,17.5,54,3.1,1065,8.0,1.63,0.0,0.0,1,1,1
2822,698,14,18.6,46,4.4,1664,6.7,2.14,0.0,0.0,1,1,1
2823,785,15,18.2,45,4.1,1908,6.0,1.86,0.0,0.0,1,1,1
2824,943,16,18.3,43,4.3,1931,5.4,1.3,0.0,0.0,1,1,1
2825,1221,17,17.6,45,4.2,1947,5.5,0.7,0.0,0.0,1,1,1
2826,1839,18,17.0,53,3.1,1855,7.3,0.35,0.0,0.0,1,1,1
2827,1288,19,16.0,60,2.8,1436,8.2,0.06,0.0,0.0,1,1,1
2828,1133,20,15.2,65,2.2,988,8.6,0.0,0.0,0.0,1,1,1
2829,1035,21,14.2,70,0.8,723,8.7,0.0,0.0,0.0,1,1,1
2830,907,22,13.6,73,2.0,644,8.8,0.0,0.0,0.0,1,1,1
2831,614,23,13.5,74,1.2,603,8.9,0.0,0.0,0.0,1,1,1
2832,466,0,13.4,77,1.5,537,9.4,0.0,0.0,0.0,1,1,1
2833,390,1,13.0,81,1.9,484,9.8,0.0,0.0,0.0,1,1,1
2834,254,2,12.9,83,1.6,369,10.0,0.0,0.0,0.0,1,1,1
2835,170,3,12.7,80,0.4,384,9.3,0.0,0.0,0.0,1,1,1
2836,109,4,12.8,81,0.2,418,9.6,0.0,0.0,0.0,1,1,1
2837,106,5,12.7,83,0.8,392,9.8,0.0,0.0,0.0,1,1,1
2838,274,6,12.6,83,0.5,332,9.7,0.0,0.0,0.0,1,1,1
2839,781,7,12.8,82,0.6,370,9.7,0.01,0.0,0.0,1,1,1
2840,1281,8,13.3,80,1.2,369,9.9,0.14,0.0,0.0,1,1,1
2841,757,9,13.5,79,1.9,382,9.9,0.2,0.0,0.0,1,1,1
2842,482,10,15.0,69,1.5,552,9.3,1.02,0.0,0.0,1,1,1
2843,583,11,16.1,63,1.2,555,9.0,1.08,0.0,0.0,1,1,1
2844,714,12,18.2,55,2.3,594,9.0,2.24,0.0,0.0,1,1,1
2845,716,13,19.5,48,1.9,596,8.1,2.32,0.0,0.0,1,1,1
2846,711,14,20.2,47,2.4,541,8.5,2.3,0.0,0.0,1,1,1
2847,781,15,20.8,42,3.1,576,7.4,2.1,0.0,0.0,1,1,1
2848,957,16,20.7,38,2.2,741,5.8,1.63,0.0,0.0,1,1,1
2849,1194,17,20.3,48,2.8,635,8.9,1.14,0.0,0.0,1,1,1
2850,1776,18,19.1,47,2.4,942,7.5,0.57,0.0,0.0,1,1,1
2851,1260,19,17.5,61,2.2,758,9.8,0.11,0.0,0.0,1,1,1
2852,1079,20,15.6,64,2.7,686,8.8,0.0,0.0,0.0,1,1,1
2853,1046,21,14.4,66,1.7,677,8.1,0.0,0.0,0.0,1,1,1
2854,949,22,13.3,71,2.1,581,8.1,0.0,0.0,0.0,1,1,1
2855,614,23,12.7,75,1.6,475,8.3,0.0,0.0,0.0,1,1,1
2856,490,0,11.8,78,0.6,438,8.0,0.0,0.0,0.0,1,1,1
2857,401,1,11.4,77,0.7,466,7.5,0.0,0.0,0.0,1,1,1
2858,261,2,10.8,72,0.4,639,5.9,0.0,0.0,0.0,1,1,1
2859,184,3,10.3,68,0.7,887,4.6,0.0,0.0,0.0,1,1,1
2860,115,4,9.9,67,1.1,820,4.0,0.0,0.0,0.0,1,1,1
2861,117,5,10.4,62,1.8,911,3.4,0.0,0.0,0.0,1,1,1
2862,284,6,10.3,70,1.2,555,5.0,0.0,0.0,0.0,1,1,1
2863,747,7,10.5,70,1.1,483,5.2,0.04,0.0,0.0,1,1,1
2864,1406,8,11.5,60,1.6,550,3.9,0.42,0.0,0.0,1,1,1
2865,772,9,13.7,46,1.3,972,2.2,1.08,0.0,0.0,1,1,1
2866,583,10,16.0,29,1.4,1708,-2.0,1.79,0.0,0.0,1,1,1
2867,739,11,17.8,26,2.6,1822,-1.9,2.37,0.0,0.0,1,1,1
2868,939,12,19.1,26,1.6,1704,-0.8,2.73,0.0,0.0,1,1,1
2869,860,13,20.3,27,1.4,1464,0.6,2.87,0.0,0.0,1,1,1
2870,965,14,21.0,28,2.8,1191,1.7,2.75,0.0,0.0,1,1,1
