,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
3755,0,5,12,5,6,3,12,2,4,2,11,3,11,4,4,4,11
3756,13,7,13,7,7,3,6,9,4,5,4,5,11,6,11,2,7
3757,0,2,1,4,2,1,8,2,2,1,7,2,8,2,6,3,6
3758,25,4,8,5,6,5,8,11,6,5,6,5,7,3,9,6,4
3759,13,5,7,8,5,3,7,8,3,5,10,6,7,6,8,1,7
3760,25,2,4,4,3,2,8,6,2,9,11,5,9,1,8,5,9
3761,21,3,9,5,7,1,7,8,4,2,7,14,8,3,9,0,8
3762,1,8,13,8,7,7,8,8,4,5,9,5,7,8,4,9,7
3763,12,3,4,4,3,3,7,6,6,4,7,7,10,6,5,1,9
3764,17,6,11,9,8,6,9,9,4,7,8,3,8,3,6,5,11
3765,1,6,11,4,6,3,10,5,6,5,11,3,9,6,7,6,10
3766,4,1,3,3,1,1,6,7,2,6,10,7,10,1,8,4,9
3767,10,2,1,3,2,2,7,7,4,6,6,6,9,3,8,5,10
3768,4,2,3,3,5,2,3,8,6,10,7,6,14,0,8,7,8
3769,23,4,9,7,6,4,7,7,4,10,6,6,8,3,8,7,8
3770,25,3,7,5,5,2,9,5,3,9,11,4,9,2,7,6,9
3771,0,3,7,5,4,2,8,3,3,3,7,2,8,3,6,3,8
3772,5,5,7,6,8,7,6,11,4,4,8,7,6,4,9,7,7
3773,14,4,8,5,6,4,8,7,8,6,7,7,10,3,7,4,7
3774,12,5,9,6,5,3,14,2,4,3,12,1,9,5,4,0,9
3775,14,3,5,4,3,3,8,7,7,5,7,6,8,2,8,3,8
3776,10,4,8,6,6,5,5,6,4,7,6,6,10,3,8,5,10
3777,16,3,5,4,6,4,9,8,7,2,4,7,11,3,9,6,10
3778,8,5,7,6,8,6,7,9,4,5,8,7,7,4,8,9,10
3779,20,4,5,4,4,2,4,8,5,7,10,9,9,3,9,2,6
3780,6,5,10,6,7,3,7,5,8,9,6,5,10,1,8,6,11
3781,23,1,0,2,1,0,7,7,4,5,7,6,8,2,8,4,8
3782,0,2,5,3,3,2,11,3,2,2,9,2,9,2,6,2,8
3783,19,1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8
3784,9,2,6,4,4,3,9,7,2,3,8,4,6,4,8,6,5
3785,0,3,5,5,4,2,10,2,2,2,8,2,9,3,5,2,8
3786,15,1,0,1,0,0,5,11,6,1,9,6,5,0,9,3,8
3787,10,4,8,4,6,2,3,6,9,2,7,7,11,3,8,2,11
3788,24,2,8,3,6,1,9,10,1,3,6,11,8,1,11,0,8
3789,22,5,11,8,8,4,8,8,5,2,7,8,8,9,9,0,8
3790,10,4,7,6,5,5,5,7,4,7,6,6,11,3,8,5,9
3791,22,4,2,6,4,4,8,11,3,2,6,9,8,8,12,1,7
3792,12,11,11,11,6,5,6,10,5,5,4,4,11,10,12,2,7
3793,22,8,10,11,9,14,7,7,5,5,6,5,8,11,9,10,9
3794,5,8,11,6,6,3,9,6,3,8,11,4,6,2,10,5,9
3795,10,4,7,5,5,5,6,8,5,3,7,5,8,4,6,7,10
3796,19,4,8,5,6,4,6,11,3,7,8,11,8,2,12,1,7
3797,20,3,7,5,5,4,8,7,7,5,6,7,9,5,8,3,7
3798,20,3,8,4,6,3,8,6,12,4,7,11,8,3,9,0,8
3799,8,1,6,2,4,1,7,7,0,7,14,6,8,0,8,1,8
3800,3,5,8,5,6,5,6,7,9,8,6,5,6,2,8,3,7
3801,11,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8
3802,0,4,9,6,7,4,12,2,3,2,10,2,9,2,7,3,8
3803,8,3,10,4,7,2,7,7,0,8,14,6,8,0,8,1,8
3804,21,4,6,4,4,2,4,12,1,2,9,10,7,2,11,0,8
3805,25,4,8,5,6,5,8,10,5,4,6,5,6,3,8,8,3
3806,7,4,9,4,6,2,7,8,15,1,7,5,8,3,8,0,8
3807,2,2,1,2,1,0,6,7,6,9,7,6,14,0,8,4,10
3808,24,1,0,2,0,0,7,9,3,1,7,12,8,1,11,0,8
3809,7,6,10,6,6,3,7,8,3,5,9,5,7,6,7,5,8
3810,5,1,3,3,2,1,5,11,3,4,12,7,5,1,9,1,7
3811,0,3,2,5,4,2,10,2,2,2,9,1,8,2,6,3,8
3812,1,5,7,6,5,6,8,7,4,4,7,5,7,6,8,5,8
3813,19,7,9,7,7,4,5,10,1,8,11,9,6,0,9,2,4
3814,6,10,14,8,8,4,11,4,4,5,11,3,8,5,7,5,10
3815,4,6,9,8,7,6,5,8,3,8,11,9,9,3,9,4,6
3816,24,1,0,2,0,0,7,10,1,3,7,12,8,1,11,0,8
3817,23,9,15,10,9,6,8,8,2,7,11,6,6,5,12,4,8
3818,24,3,4,5,6,6,7,8,4,1,6,8,9,4,11,7,7
3819,21,3,4,5,6,1,9,8,4,3,6,14,8,3,10,0,8
3820,12,3,8,4,6,3,7,6,11,1,7,9,8,8,6,0,8
3821,23,3,8,5,6,3,7,7,4,9,6,6,8,3,8,6,8
3822,7,4,10,6,7,10,8,8,5,2,6,6,7,8,9,10,8
3823,18,5,5,6,8,4,8,9,6,10,5,6,6,0,7,9,7
3824,24,3,6,4,4,2,10,11,2,2,5,12,8,1,11,0,8
3825,17,4,8,6,6,7,6,7,3,4,6,6,9,7,10,7,5
3826,6,4,7,5,5,3,6,7,6,7,10,7,11,2,9,4,9
3827,1,3,2,4,4,4,7,7,5,6,7,6,6,2,8,6,10
3828,11,3,10,3,8,1,0,1,5,6,0,0,7,0,8,0,8
3829,19,4,11,5,8,3,7,14,0,5,7,10,8,0,8,0,8
3830,18,6,12,5,6,2,10,2,1,5,9,1,8,2,8,4,11
3831,8,1,3,1,2,1,8,7,1,7,7,6,7,0,8,2,7
3832,17,4,6,6,4,3,10,8,3,7,11,1,6,3,7,3,10
3833,4,3,9,4,7,4,7,7,7,9,8,8,10,3,8,6,7
3834,14,7,13,5,7,4,6,6,6,3,10,7,9,5,9,5,8
3835,24,7,11,7,8,5,4,9,1,7,9,10,6,2,12,4,3
3836,23,4,4,6,3,3,5,8,2,9,11,10,9,3,7,3,6
3837,14,4,8,6,6,5,7,7,8,4,7,5,8,3,8,3,8
3838,21,3,7,5,5,5,8,5,4,1,7,7,8,5,9,3,7
3839,7,3,7,4,5,2,7,8,14,1,7,6,8,3,8,0,8
3840,2,8,12,5,6,2,7,8,7,7,11,7,9,2,9,5,9
3841,15,7,10,6,5,3,5,11,5,2,12,5,4,4,9,4,8
3842,17,7,11,10,8,7,11,6,3,6,11,2,6,6,7,5,10
3843,0,2,1,3,1,0,7,4,2,0,7,2,8,2,7,1,8
3844,15,2,6,2,4,2,3,13,5,1,11,7,4,0,9,2,7
3845,17,3,8,3,6,2,6,10,9,4,7,4,8,3,7,5,10
3846,24,3,3,4,2,1,4,10,2,7,10,10,5,2,12,3,4
3847,19,3,8,4,6,1,8,15,1,6,6,11,9,0,8,0,8
3848,16,5,10,7,9,3,8,7,8,7,6,7,9,3,8,5,9
3849,21,3,2,5,3,2,7,12,2,3,7,11,9,2,10,1,8
3850,9,6,10,9,8,6,9,5,6,5,8,6,7,3,7,4,6
3851,13,5,9,7,7,4,8,7,3,5,10,5,6,6,8,1,7
3852,12,4,5,6,4,4,8,6,2,4,9,6,8,7,5,2,8
3853,21,7,9,7,7,3,3,11,5,5,12,12,7,3,10,1,8
3854,22,4,4,6,6,3,4,8,5,1,7,8,8,8,9,0,8
3855,4,1,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10
3856,12,4,2,5,3,4,8,6,6,4,7,7,9,9,5,2,8
3857,18,3,5,3,4,2,8,7,7,5,8,5,7,2,8,9,8
3858,7,5,8,8,6,5,5,9,4,6,10,10,9,4,9,4,6
3859,9,4,9,6,7,3,7,7,3,6,15,6,11,1,6,1,7
3860,19,6,9,6,7,2,5,13,3,9,12,9,3,0,10,2,4
3861,9,3,6,4,4,2,9,4,5,4,14,7,13,1,6,0,7
3862,1,6,9,8,7,6,9,7,3,7,11,4,6,2,8,6,10
3863,9,2,8,3,6,1,11,5,2,9,12,2,8,0,7,1,8
3864,18,2,4,4,3,2,9,6,2,7,11,5,8,1,9,4,9
3865,10,3,9,4,6,3,4,7,7,3,7,6,12,3,8,3,11
3866,11,4,9,6,6,3,7,3,2,8,7,2,8,1,6,2,7
3867,13,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8
3868,5,5,7,7,8,7,7,8,4,6,7,6,6,4,9,9,9
3869,13,6,10,8,8,6,7,9,5,5,7,6,6,7,7,3,7
3870,21,1,0,2,1,0,8,9,3,2,7,12,8,2,10,0,8
3871,20,3,2,4,4,2,8,8,6,7,5,9,8,3,9,1,8
3872,15,5,7,6,10,11,8,6,6,1,7,6,7,9,8,6,8
3873,14,3,7,4,5,3,6,8,7,5,9,8,8,3,8,3,8
3874,8,4,10,5,7,3,7,7,0,7,13,6,8,0,8,1,8
3875,9,3,7,5,5,2,9,5,5,5,15,6,11,0,6,1,7
3876,12,3,7,4,5,3,7,7,11,1,7,9,8,8,5,0,8
3877,15,8,9,7,4,3,6,11,6,2,10,4,5,4,9,4,8
3878,16,5,10,6,9,6,8,8,7,4,5,10,9,3,8,5,9
3879,23,6,9,9,7,5,4,8,2,8,10,12,11,3,8,3,5
3880,25,3,8,4,6,3,9,6,5,10,7,5,6,1,7,8,8
3881,12,1,0,2,0,1,7,6,9,0,7,8,8,6,6,0,8
3882,6,5,11,6,8,7,7,8,6,2,6,6,10,4,8,7,7
3883,19,4,5,5,7,2,5,15,1,6,9,11,7,0,8,0,8
3884,8,6,12,4,7,3,11,3,4,5,12,2,8,3,8,4,10
3885,8,4,10,5,8,4,6,8,0,7,13,7,8,0,8,1,7
3886,11,5,10,5,5,3,5,7,3,7,12,8,11,2,8,6,7
3887,9,2,6,4,4,3,9,7,3,3,8,5,6,4,8,6,5
3888,9,4,9,6,7,6,9,9,4,3,8,4,6,4,8,5,4
3889,15,3,3,4,5,2,4,11,9,2,10,6,4,1,10,4,8
3890,12,5,5,7,4,4,7,6,6,6,6,7,7,9,7,3,6
3891,8,3,11,4,8,3,9,7,0,7,13,5,8,0,8,1,8
3892,20,3,1,4,3,2,6,9,5,7,7,10,9,3,9,1,8
3893,1,2,3,4,2,2,8,8,3,5,10,5,6,3,7,5,8
3894,20,5,10,6,8,6,9,6,6,6,7,6,8,9,8,4,7
3895,5,3,8,3,5,1,1,13,4,4,12,11,6,0,8,2,6
3896,5,5,9,5,5,4,5,12,3,3,11,7,4,4,10,7,5
3897,11,5,10,7,8,4,7,3,1,9,9,2,11,0,7,3,9
3898,16,6,10,8,9,4,8,6,8,8,6,5,8,3,8,5,8
3899,23,2,0,2,1,0,7,7,6,2,7,6,8,3,8,3,8
3900,15,2,3,3,2,2,5,9,4,4,9,7,4,1,10,3,7
3901,25,2,1,2,2,1,7,7,5,9,6,6,8,1,8,6,8
3902,1,7,10,9,8,6,11,5,3,7,11,3,7,5,7,7,12
3903,4,6,9,8,8,8,6,9,4,4,8,7,10,5,11,8,10
3904,4,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,10
3905,5,6,9,8,6,5,6,11,3,5,13,7,4,2,10,2,7
3906,21,3,6,5,4,1,7,8,4,2,7,13,8,3,10,0,8
3907,12,4,11,5,8,4,7,7,12,2,7,9,8,8,6,0,8
3908,5,4,10,7,8,8,9,6,1,5,9,6,6,6,11,5,6
3909,10,4,10,6,8,6,7,6,5,4,6,6,8,4,6,10,11
3910,23,1,1,2,1,1,7,7,3,7,6,6,8,2,8,5,8
3911,24,5,8,5,6,2,4,10,1,7,10,10,6,1,11,3,3
3912,11,4,8,5,6,2,5,3,1,9,6,1,10,0,7,2,7
3913,19,5,8,5,6,3,5,11,2,8,12,10,5,1,10,2,4
3914,24,9,13,8,7,4,6,7,5,4,10,9,5,4,10,4,5
3915,18,8,15,6,9,3,11,3,4,5,11,2,9,4,6,5,11
3916,6,3,8,4,6,2,8,5,8,9,8,4,12,1,9,5,10
3917,1,6,10,8,7,6,10,7,3,7,11,3,6,2,8,5,11
3918,7,4,5,5,4,4,8,7,6,6,7,6,8,3,8,4,7
3919,9,3,6,5,4,2,7,6,3,6,15,6,11,1,6,0,8
3920,21,4,5,7,8,2,7,8,4,3,7,14,8,3,9,0,8
3921,21,3,6,5,4,1,8,8,4,2,6,14,8,3,9,0,8
3922,24,4,7,6,5,3,5,9,1,7,8,12,9,1,11,2,7
3923,25,3,9,5,7,5,8,6,2,7,8,6,8,1,7,11,10
3924,16,2,4,3,5,3,8,7,6,2,8,7,9,2,8,4,9
3925,5,7,11,6,6,3,7,8,3,6,12,5,6,2,8,6,6
3926,24,3,7,5,4,1,7,10,3,2,7,13,8,2,11,0,8
3927,19,5,6,7,6,6,7,9,5,8,7,7,7,3,11,7,7
3928,4,4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,9
3929,16,3,5,4,6,4,8,7,7,3,8,6,9,2,9,3,8
3930,25,3,5,6,4,3,8,7,2,10,12,6,9,1,8,6,8
3931,20,12,14,10,8,4,6,5,4,7,3,9,6,6,7,2,7
3932,23,2,3,4,1,2,7,7,4,9,7,6,8,2,8,6,7
3933,3,8,14,7,8,5,6,7,5,6,9,6,6,5,8,7,4
3934,8,5,10,4,6,2,9,7,3,6,13,4,5,2,9,4,10
3935,2,4,9,5,6,3,4,8,6,6,11,10,12,2,10,3,7
3936,13,6,9,5,5,2,4,8,4,6,4,4,11,5,9,2,7
3937,17,5,9,8,6,9,8,7,4,4,6,7,8,7,9,8,6
3938,20,4,5,5,4,2,4,8,5,8,10,9,9,3,9,2,6
3939,23,3,6,5,4,4,8,6,2,5,6,6,7,2,9,8,9
3940,11,7,11,9,9,7,9,7,8,6,6,6,7,6,7,9,15
3941,1,7,11,9,8,9,8,8,4,6,7,6,7,7,7,7,9
3942,5,3,10,4,8,3,1,12,3,4,12,11,8,0,8,2,6
3943,6,5,11,6,8,4,6,7,7,7,10,7,11,2,9,4,9
3944,10,4,5,6,5,5,9,5,2,4,8,4,8,4,6,6,11
3945,9,3,9,5,7,3,5,7,3,5,15,8,11,1,6,1,7
3946,23,3,8,5,6,4,8,7,3,8,5,6,8,2,8,6,8
3947,17,1,0,1,0,0,6,8,7,3,7,5,7,2,7,4,11
3948,17,2,3,3,2,2,6,8,4,5,7,5,7,2,7,4,9
3949,17,3,8,5,6,5,8,8,7,4,8,5,7,4,7,6,11
3950,17,5,9,7,6,6,6,8,5,6,7,5,8,3,7,5,9
3951,9,1,3,2,2,1,8,6,3,4,14,6,10,1,7,0,7
3952,25,4,7,4,5,3,7,7,6,11,6,6,8,1,8,8,8
3953,0,4,9,7,6,4,8,3,1,2,5,2,8,3,5,3,7
3954,21,2,1,3,2,1,9,12,2,2,5,10,9,2,11,0,8
3955,6,6,9,6,7,5,5,6,6,5,9,8,11,2,9,4,10
3956,10,7,12,7,7,4,11,6,4,6,11,2,6,5,8,4,10
3957,8,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,8
3958,13,6,9,8,7,9,7,7,3,5,8,6,7,6,9,7,5
3959,23,5,8,7,6,3,8,7,2,8,10,4,7,3,8,4,8
3960,13,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,8
3961,4,5,10,7,8,6,7,7,6,9,7,6,9,6,8,6,9
3962,9,3,7,5,5,2,8,5,5,5,15,7,12,1,6,1,6
3963,22,5,11,7,8,4,7,7,5,2,7,8,8,9,9,0,8
3964,25,4,8,6,6,3,7,7,2,10,12,6,7,1,7,6,7
3965,3,7,12,7,6,4,12,2,4,5,12,1,9,4,7,2,11
3966,9,4,5,6,5,5,8,8,4,6,7,6,8,3,9,8,8
3967,3,5,8,7,6,5,10,5,2,7,11,3,7,4,7,3,9
3968,9,4,11,6,9,5,7,7,1,6,11,5,9,1,6,2,5
3969,25,1,0,1,1,0,7,7,2,10,9,6,8,0,8,6,8
3970,22,6,10,8,8,4,4,8,5,2,7,9,8,9,9,0,8
3971,1,5,11,5,8,7,6,7,8,5,6,6,7,2,8,8,9
3972,18,4,5,4,4,3,8,8,7,5,7,6,7,2,9,9,8
3973,11,4,9,4,7,1,0,0,6,6,0,1,5,0,8,0,8
3974,2,5,11,6,8,3,4,7,7,11,7,7,12,1,7,4,8
3975,4,4,6,5,5,5,6,8,4,3,8,7,9,4,10,8,11
3976,9,5,8,3,12,3,9,6,2,4,9,5,6,3,9,5,10
3977,4,5,9,8,7,5,10,6,2,8,11,4,9,3,8,5,11
3978,12,7,11,9,8,11,7,8,6,4,7,6,8,8,10,9,11
3979,22,7,10,7,8,7,4,11,2,2,9,8,7,7,12,2,6
3980,22,6,8,8,7,10,7,7,5,5,6,5,8,10,8,8,10
3981,23,5,10,7,8,5,8,7,3,9,5,6,9,5,7,9,8
3982,22,4,4,5,3,3,4,11,3,2,9,9,7,6,12,1,6
3983,9,2,7,2,5,1,15,3,3,5,12,1,8,0,8,0,8
3984,3,2,3,4,2,2,9,6,4,6,10,4,6,2,8,3,8
3985,17,3,7,4,5,4,8,8,7,2,7,4,6,4,6,8,8
3986,7,4,7,6,5,5,7,9,7,5,8,5,7,3,7,5,10
3987,4,2,1,3,3,2,7,7,5,7,7,6,9,2,8,5,10
3988,2,4,7,5,5,2,4,9,6,8,12,10,11,1,9,3,7
3989,19,2,3,3,1,1,7,11,2,6,7,11,8,1,10,1,7
3990,14,4,7,5,5,3,7,6,8,5,7,5,8,3,8,3,8
3991,12,2,1,3,2,1,7,6,10,1,7,9,8,7,6,0,8
3992,5,3,11,4,8,2,1,13,5,4,12,10,7,0,8,3,6
3993,11,3,9,5,7,3,5,5,2,8,6,1,10,0,6,3,7
3994,18,4,6,5,4,5,8,9,4,4,8,5,6,3,9,9,7
3995,24,1,0,2,0,0,8,10,3,1,6,12,8,1,11,0,8
3996,17,4,5,5,7,3,5,10,9,4,7,4,8,3,7,6,11
3997,5,2,4,3,2,1,4,11,4,4,13,8,5,1,9,1,7
3998,25,5,11,6,8,5,6,8,6,11,7,7,10,1,9,8,8
3999,24,3,2,5,4,2,6,10,1,8,8,12,8,1,11,3,7
4000,9,5,9,7,7,4,6,7,3,6,15,7,11,1,6,2,6
4001,3,6,11,9,8,8,8,8,5,6,10,6,5,4,8,4,9
4002,19,2,1,3,2,1,8,12,3,6,7,11,8,2,11,1,8
4003,12,3,5,4,4,4,8,6,6,4,7,7,8,7,5,2,7
4004,16,3,5,4,8,2,8,7,9,5,6,7,9,3,8,5,9
4005,14,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8
4006,1,4,11,5,8,4,6,8,10,7,7,5,7,2,8,9,9
4007,3,2,4,4,3,2,9,6,4,6,10,4,6,2,8,3,8
4008,20,4,9,5,6,4,7,6,12,4,6,12,8,3,9,0,8
4009,25,3,9,4,7,5,9,9,3,7,7,7,5,0,9,12,9
4010,2,4,7,4,5,3,5,8,5,6,11,9,13,2,9,3,7
4011,13,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
4012,5,6,11,8,8,8,6,10,6,5,9,6,9,3,10,8,10
4013,9,5,10,6,8,3,6,9,3,6,15,7,8,2,8,2,8
4014,2,5,11,6,8,3,5,8,8,8,8,8,14,2,9,4,9
4015,15,2,3,2,2,1,5,9,3,4,9,8,5,1,9,2,7
4016,11,7,10,9,7,7,6,6,9,5,6,6,9,3,7,6,13
4017,8,4,5,6,5,4,8,9,4,6,7,7,8,3,8,8,8
4018,12,2,0,2,1,1,7,6,10,0,7,8,8,6,6,0,8
4019,18,4,6,5,4,3,7,8,3,7,10,4,7,2,6,4,8
4020,22,6,7,6,5,6,7,10,4,2,8,6,6,8,12,4,5
4021,25,5,6,4,8,3,8,6,5,5,10,6,7,3,9,9,9
4022,2,1,3,2,2,1,6,8,6,7,7,8,12,1,9,4,10
4023,9,5,7,7,8,6,8,9,4,5,7,6,7,3,8,9,8
4024,5,2,4,3,3,2,7,9,2,5,13,6,6,2,11,2,7
4025,18,4,7,6,5,3,9,7,4,8,11,3,8,2,8,5,11
4026,24,3,5,4,7,6,8,8,3,1,7,7,9,4,11,6,7
4027,19,3,4,4,2,1,5,13,3,6,12,9,3,1,10,1,5
4028,19,4,9,4,4,1,6,10,2,7,12,7,5,1,10,3,5
4029,13,4,2,5,4,3,7,9,5,5,7,6,6,7,8,3,7
4030,24,5,6,6,8,9,9,8,6,3,7,7,8,6,10,7,4
4031,2,3,3,4,2,1,4,8,4,7,10,9,12,1,9,2,7
4032,6,6,9,5,5,4,8,4,5,2,9,6,9,4,8,7,8
4033,5,8,15,7,8,5,8,10,3,5,12,5,4,4,9,7,7
4034,0,3,7,4,5,3,9,4,3,1,8,1,8,2,6,1,8
4035,16,3,4,4,5,3,8,7,5,3,8,8,9,3,8,4,9
4036,20,4,7,6,5,7,7,7,4,4,6,7,8,10,9,5,8
4037,6,3,4,4,3,2,6,7,5,5,9,7,9,2,9,4,9
4038,16,3,4,4,6,2,8,7,8,6,6,7,8,3,8,5,9
4039,10,5,9,6,5,3,3,9,3,6,9,8,11,4,7,3,6
4040,2,1,3,2,2,1,6,7,7,6,8,7,13,1,9,3,10
4041,14,4,5,5,8,3,8,8,9,7,6,7,9,3,8,4,8
4042,2,5,11,6,9,4,6,8,9,7,10,7,11,2,11,4,9
4043,22,4,6,6,4,3,9,8,4,1,7,8,8,8,9,0,8
4044,25,4,10,5,7,5,7,8,5,9,7,6,9,1,9,7,7
4045,20,3,1,4,3,2,6,8,6,7,7,9,9,3,9,1,8
4046,17,3,7,4,5,4,6,9,8,3,7,5,8,2,7,5,11
4047,2,3,2,4,4,2,6,8,8,8,9,8,12,2,10,4,10
4048,2,2,1,3,2,1,6,8,7,8,8,8,13,1,9,4,10
4049,15,6,11,6,8,3,4,13,9,2,10,6,4,1,10,4,8
4050,13,4,6,7,4,6,7,8,3,4,8,7,7,6,9,5,4
4051,22,3,3,4,2,2,4,11,3,2,9,9,7,6,11,1,7
4052,20,6,8,7,6,5,4,8,5,7,9,8,10,5,8,3,4
4053,10,6,9,9,7,10,7,7,4,4,6,6,9,8,8,8,8
4054,3,4,8,5,6,4,7,7,5,5,7,6,7,4,8,3,7
4055,10,1,0,1,0,0,4,6,6,1,7,6,10,3,7,1,10
4056,12,5,6,8,4,5,7,6,2,5,9,7,8,8,6,2,8
4057,8,3,11,4,9,2,6,8,0,7,13,7,8,0,8,1,7
4058,22,4,8,6,6,5,8,8,4,1,6,9,8,7,11,0,8
4059,25,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8
4060,1,3,7,3,5,4,6,7,8,5,7,6,7,2,8,7,10
4061,6,9,14,7,8,5,8,7,5,4,9,5,6,4,9,8,8
4062,25,5,5,7,8,3,7,7,4,15,9,6,8,0,8,9,8
4063,5,4,11,5,8,2,1,11,5,7,12,12,10,0,8,2,6
4064,19,2,5,3,4,2,7,12,3,6,7,11,8,2,11,1,8
4065,6,4,3,5,4,3,6,6,5,6,6,6,8,2,8,4,8
4066,9,3,7,4,5,2,9,6,1,6,13,4,8,0,7,0,8
4067,0,8,12,8,6,4,11,0,4,3,12,6,14,4,5,5,11
4068,18,3,10,4,8,5,8,8,8,5,7,5,8,2,8,8,8
4069,13,5,6,7,4,3,7,8,3,5,10,6,7,5,8,1,7
4070,9,2,9,3,6,3,11,5,2,6,11,2,7,0,7,1,7
4071,10,6,11,9,8,8,3,8,1,6,9,9,11,3,8,3,6
4072,20,4,6,6,6,5,7,6,5,4,6,6,8,4,8,1,7
4073,18,4,7,6,5,7,6,6,3,2,8,6,7,3,7,11,2
4074,24,4,7,6,10,10,7,5,4,3,8,8,9,9,10,8,8
4075,4,2,1,2,1,2,7,7,5,6,7,6,8,2,8,5,10
4076,14,5,11,5,8,5,8,7,8,4,9,6,6,4,9,4,8
4077,21,3,9,5,7,3,7,11,2,3,6,11,9,2,10,1,8
4078,22,7,10,9,7,6,4,8,5,1,7,9,8,8,10,0,8
4079,0,3,7,5,5,3,10,2,2,2,9,2,8,2,6,4,8
4080,8,2,6,4,4,2,7,7,0,8,13,6,8,0,8,1,7
4081,25,2,2,2,3,2,7,8,5,9,6,6,9,1,9,7,8
4082,14,4,7,4,5,3,8,6,6,3,10,5,10,3,8,2,8
4083,15,4,9,6,7,4,6,10,5,6,10,8,3,1,10,4,7
4084,23,2,1,4,2,2,7,7,3,9,6,6,8,2,8,5,8
4085,12,5,10,8,7,10,12,4,3,1,9,4,9,10,6,3,8
4086,17,1,1,2,1,1,6,9,7,3,7,5,8,2,7,4,11
4087,12,4,7,7,5,9,8,7,3,3,8,4,7,10,5,2,6
4088,25,2,5,3,3,3,8,7,5,9,6,6,7,2,8,7,8
4089,13,5,5,5,7,3,7,7,15,2,4,6,8,6,8,0,8
4090,12,5,10,6,8,4,8,7,13,2,6,9,8,8,6,0,8
4091,11,3,6,4,4,2,5,3,5,8,2,2,4,1,6,1,5
4092,12,1,0,2,0,1,7,6,9,0,7,8,8,5,6,0,8
4093,13,4,8,6,6,4,8,6,9,5,4,4,5,4,6,3,8
4094,22,9,10,8,7,6,5,10,3,3,9,8,7,10,11,4,5
4095,24,4,9,5,6,1,7,10,3,2,7,13,8,1,11,0,8
4096,13,3,6,5,4,3,4,9,3,3,10,10,9,5,8,0,8
4097,9,3,8,4,6,2,9,5,4,5,15,6,12,1,6,1,7
4098,11,4,11,6,8,3,4,4,1,10,6,1,11,0,7,3,6
4099,2,7,11,8,8,4,2,10,5,8,11,11,11,1,8,2,6
4100,0,4,9,6,7,4,7,5,3,0,6,1,8,2,7,1,7
4101,5,2,3,2,1,1,5,11,3,5,11,9,5,1,9,3,6
4102,19,2,7,4,5,1,7,14,0,5,7,10,8,0,8,0,8
4103,13,2,3,4,2,2,8,9,3,4,10,4,5,5,9,1,7
4104,8,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8
4105,7,3,2,4,4,3,8,8,6,6,7,6,8,3,8,3,9
4106,0,3,7,5,6,4,6,8,2,4,7,7,9,5,9,3,7
4107,17,2,3,3,5,2,6,9,9,4,7,5,7,2,8,5,10
4108,7,5,8,7,6,7,6,7,6,6,7,6,10,3,8,3,9
4109,4,4,8,6,6,4,6,8,4,9,11,9,9,2,9,5,5
4110,24,3,5,4,3,2,4,10,1,7,10,10,5,2,11,3,4
4111,11,2,6,3,4,1,0,1,5,6,0,0,6,0,8,0,8
4112,9,4,7,5,5,2,9,5,3,7,15,4,9,0,7,0,8
4113,0,1,1,2,1,0,7,4,2,0,7,2,8,2,6,1,8
4114,20,4,5,5,4,3,4,8,5,7,10,9,9,3,9,2,6
4115,24,2,7,4,4,1,9,10,2,3,6,12,8,1,11,0,8
4116,8,7,12,5,6,2,9,6,5,5,13,3,8,3,7,5,10
4117,14,6,9,8,8,7,7,5,4,5,9,3,7,4,8,6,9
4118,19,4,5,5,3,2,6,11,2,8,11,9,4,1,11,3,4
4119,10,4,8,6,6,4,4,7,6,7,6,6,13,4,7,6,10
4120,16,3,6,5,5,3,8,7,7,5,6,6,8,2,8,4,9
4121,15,2,1,2,1,1,5,11,7,1,9,6,4,1,9,3,8
4122,15,5,8,8,6,4,6,12,7,2,11,5,2,1,10,4,9
4123,20,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8
4124,21,5,9,5,6,3,2,11,2,3,10,11,8,2,11,1,8
4125,14,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8
4126,11,3,2,4,3,2,4,4,5,7,2,2,5,1,6,1,6
4127,22,6,6,6,4,4,7,11,5,2,8,6,6,7,12,2,6
4128,8,6,15,4,8,3,11,5,5,4,13,3,8,3,8,5,9
4129,13,4,4,5,6,2,7,7,15,2,4,6,8,6,8,0,8
4130,21,6,9,5,4,2,6,11,6,3,11,9,4,4,12,3,9
4131,10,4,8,6,6,4,5,7,4,8,7,6,10,4,8,5,9
